id,k,eigs,ri,voi,duration,graphSize
100007,8,8,0.318148,2.127472,9.212148220976816,82331.0
100039,11,11,0.363048,2.196932,4.233943362953141,84601.0
100099,6,6,0.452600,1.973866,13.56296251900494,82046.0
10081,16,16,0.189745,3.136391,8.743532598949969,82346.0
101027,12,12,0.230973,2.654202,6.448478050995618,84263.0
101084,17,17,0.272788,2.522892,4.075896698981524,84207.0
102062,37,37,0.095961,3.835533,7.437609642976895,85134.0
103006,7,7,0.395913,2.432659,4.782532954821363,84702.0
103029,9,9,0.322187,2.943158,10.767936073010787,82853.0
103078,13,13,0.211228,3.011271,7.047140996903181,83775.0
104010,13,13,0.102432,3.396912,4.405759498942643,84540.0
104055,16,16,0.190777,2.758607,9.369784016162155,82822.0
105027,5,5,0.315025,2.824533,5.67641506716609,83578.0
106005,7,7,0.451885,2.250485,16.659872982883826,81672.0
106047,4,4,0.429478,2.377472,10.637086492031813,82330.0
107014,19,19,0.200936,3.272990,6.848747934913263,84380.0
107045,13,13,0.191535,3.003235,6.646901845000684,84440.0
107072,19,19,0.183697,3.073268,4.294757166178897,85266.0
108004,5,5,0.293584,2.796828,3.733787345001474,85261.0
108036,14,14,0.198425,3.085183,5.039592650020495,84262.0
108069,3,3,0.479450,2.028193,6.10132226604037,84418.0
109055,3,3,0.610807,1.753337,8.677649423945695,83669.0
112056,4,4,0.428337,2.429928,10.572155992966144,82118.0
112090,25,25,0.253813,3.017687,6.220103251980618,84627.0
117025,20,20,0.260227,2.565297,5.549138274975121,83421.0
118015,37,37,0.155581,3.426040,11.127278143074363,82706.0
118031,23,23,0.306340,2.929278,6.28903196612373,83662.0
118072,15,15,0.228620,2.996725,6.055273653008044,83640.0
120003,29,29,0.233362,3.185722,10.28211810789071,82104.0
120093,36,36,0.113163,3.599764,10.861423171125352,83391.0
123057,15,15,0.322445,2.732375,8.448100744048133,83090.0
128035,43,43,0.238916,3.035374,13.630779600935057,83770.0
130014,7,7,0.349982,2.576044,6.361559848068282,83127.0
130066,11,11,0.328152,2.657333,8.7843113981653,81876.0
134049,21,21,0.251600,2.807081,4.616045326925814,85155.0
134067,24,24,0.295519,2.887117,5.628335601883009,85142.0
140006,15,15,0.242132,2.857145,7.438484990037978,83333.0
140088,22,22,0.237047,3.004893,10.151189227122812,83207.0
14085,15,15,0.148073,3.093877,7.467252935981378,83630.0
14092,18,18,0.064041,3.512357,6.479714111890644,83119.0
141012,4,4,0.395613,2.518738,4.369747965130955,84781.0
141048,7,7,0.418793,2.747954,4.345968951936811,85118.0
