id,k,eigs,ri,voi
201080,19,19,0.248317,2.624198
2018,14,2,0.251960,3.000335
2018,14,4,0.277444,2.887470
2018,14,6,0.329702,2.656649
2018,14,8,0.327241,2.620429
2018,14,10,0.288699,2.592021
2018,14,12,0.264921,2.629680
2018,14,14,0.284445,2.471587
202000,11,2,0.349306,2.875991
202000,11,4,0.440015,2.296691
202000,11,6,0.363254,2.265795
202000,11,8,0.340013,2.292385
202000,11,10,0.370607,2.125075
202000,11,11,0.356836,2.161694
206062,25,2,0.135537,4.268076
206062,25,5,0.219054,3.534779
206062,25,8,0.234900,3.284126
206062,25,11,0.269434,3.023481
206062,25,14,0.249355,3.039142
206062,25,17,0.238482,3.001034
206062,25,20,0.219977,3.035971
206062,25,23,0.247193,3.060819
206062,25,25,0.257659,2.990183
206097,19,2,0.140059,4.207716
206097,19,4,0.188417,3.442402
206097,19,6,0.196588,3.245141
206097,19,8,0.176959,3.196170
206097,19,10,0.152158,3.278912
206097,19,12,0.163745,3.166644
206097,19,14,0.134032,3.247057
206097,19,16,0.163846,3.145487
206097,19,18,0.150890,3.153179
206097,19,19,0.126123,3.264862
207038,18,2,0.114105,4.354072
207038,18,4,0.194068,3.594292
207038,18,6,0.242647,3.184886
207038,18,8,0.192453,3.382388
207038,18,10,0.185416,3.412845
207038,18,12,0.210581,3.167557
207038,18,14,0.215592,3.180510
207038,18,16,0.231485,3.225570
207038,18,18,0.215129,3.286834
207049,13,2,0.095956,4.397982
207049,13,4,0.203753,3.462038
207049,13,6,0.247245,3.098006
207049,13,8,0.309904,2.707998
207049,13,10,0.256789,2.971051
207049,13,12,0.288105,2.757126
207049,13,13,0.302723,2.620745
208078,12,2,0.092414,3.723796
208078,12,4,0.098871,3.484683
208078,12,6,0.190086,3.441487
208078,12,8,0.181101,3.351610
208078,12,10,0.255953,3.392276
208078,12,12,0.222760,3.163950
209021,10,2,0.181502,3.802979
209021,10,3,0.225755,3.561075
209021,10,4,0.236088,3.476461
209021,10,5,0.236940,3.421633
209021,10,6,0.251895,3.328963
209021,10,7,0.259388,3.285844
209021,10,8,0.266389,3.201048
209021,10,9,0.266571,3.157303
209021,10,10,0.233007,3.371163
217013,18,2,0.072123,4.258539
217013,18,4,0.087120,3.789923
217013,18,6,0.221335,3.628256
217013,18,8,0.182838,3.571677
217013,18,10,0.224665,3.502258
217013,18,12,0.216934,3.489591
217013,18,14,0.213835,3.508834
217013,18,16,0.192719,3.503775
217013,18,18,0.202130,3.488955
217090,13,2,0.152161,4.241853
217090,13,4,0.232726,3.524256
217090,13,6,0.241498,3.344912
217090,13,8,0.222763,3.507985
217090,13,10,0.215961,3.467064
217090,13,12,0.210232,3.379028
217090,13,13,0.322994,3.025084
220003,33,2,0.035665,4.943989
220003,33,6,0.070485,4.168400
220003,33,10,0.082316,4.013147
220003,33,14,0.068464,4.014999
220003,33,18,0.074756,3.899836
220003,33,22,0.048095,3.941789
220003,33,26,0.037507,4.063807
220003,33,30,0.035124,3.902571
220003,33,33,0.037113,3.940654
223004,18,2,0.167033,3.800114
223004,18,4,0.216528,3.219604
223004,18,6,0.201632,3.215663
223004,18,8,0.234916,3.004218
223004,18,10,0.185703,3.151213
223004,18,12,0.209529,3.025259
223004,18,14,0.164205,3.167005
223004,18,16,0.157700,3.235669
223004,18,18,0.172584,3.142328
223060,15,2,0.172625,3.615568
223060,15,4,0.249497,3.022637
223060,15,6,0.337496,2.624200
223060,15,8,0.278341,2.709512
223060,15,10,0.234073,2.783924
223060,15,12,0.214316,2.733594
223060,15,14,0.258596,2.717400
223060,15,15,0.260100,2.771921
225022,19,2,0.080607,3.841431
225022,19,4,0.114962,3.337816
225022,19,6,0.086939,3.374776
225022,19,8,0.080692,3.541269
225022,19,10,0.083203,3.215067
225022,19,12,0.059881,3.424650
225022,19,14,0.037236,3.466337
225022,19,16,0.037751,3.532143
225022,19,18,0.017778,3.606820
225022,19,19,0.016239,3.612329
226022,28,2,0.010588,4.717264
226022,28,5,0.062417,4.274359
226022,28,8,0.064367,3.938914
226022,28,11,0.056472,3.901514
226022,28,14,0.069423,3.759595
226022,28,17,0.069872,3.663230
226022,28,20,0.067208,3.674718
226022,28,23,0.078770,3.653791
226022,28,26,0.203083,3.542690
226022,28,28,0.191153,3.550278
226033,29,2,0.108310,4.415689
226033,29,5,0.092249,4.049121
226033,29,8,0.092374,4.069397
226033,29,11,0.088816,3.801305
226033,29,14,0.098430,3.839099
226033,29,17,0.093485,3.753485
226033,29,20,0.086759,3.806055
226033,29,23,0.074995,3.905966
226033,29,26,0.076955,3.896929
226033,29,29,0.067284,3.992413
226043,61,2,0.057195,6.052466
226043,61,9,0.076398,4.648154
226043,61,16,0.083524,4.467521
226043,61,23,0.076617,4.440650
226043,61,30,0.052524,4.450258
226043,61,37,0.046663,4.474730
