id,k,eigs,ri,voi
100007,8,8,0.525083,1.728165
100039,11,11,0.413639,2.269232
100099,6,6,0.549264,1.981514
10081,16,16,0.254640,2.657541
101027,12,12,0.311604,2.348318
101084,17,17,0.289042,2.887483
102062,37,37,0.065138,4.058902
103006,7,7,0.376177,2.834477
103029,9,9,0.356985,2.691801
103078,13,13,0.158855,2.966004
104010,13,13,0.087160,3.486281
104055,16,16,0.172745,2.841084
105027,5,5,0.339608,2.690121
106005,7,7,0.464298,2.051791
106047,4,4,0.461983,2.405127
107014,19,19,0.234334,3.015370
107045,13,13,0.227357,2.805635
107072,19,19,0.184342,3.072254
108004,5,5,0.318321,2.584943
108036,14,14,0.223936,3.036600
108069,3,3,0.517377,1.888355
109055,3,3,0.545030,1.836320
112056,4,4,0.445033,2.089059
112090,25,25,0.291609,3.078937
117025,20,20,0.215706,2.740122
118015,37,37,0.162024,3.317289
118031,23,23,0.208700,3.342866
118072,15,15,0.209148,3.082215
120003,29,29,0.227271,2.957426
120093,36,36,0.170940,3.176167
123057,15,15,0.255501,2.743043
128035,43,43,0.133829,3.329288
130014,7,7,0.323613,2.572605
130066,11,11,0.358155,2.327692
134049,21,21,0.204896,3.254763
134067,24,24,0.174183,3.367825
140006,15,15,0.484911,2.112831
140088,22,22,0.199780,3.060769
14085,15,15,0.086363,3.266220
14092,18,18,0.230035,3.101199
141012,4,4,0.448544,2.258050
141048,7,7,0.465826,2.499669
145059,31,31,0.183967,3.273681
145079,21,21,0.244476,3.071917
146074,38,38,0.385107,2.723708
147077,21,21,0.225417,2.999478
147080,28,28,0.228459,3.133254
15011,34,34,0.182652,3.202078
15062,16,16,0.279928,2.597358
156054,44,44,0.080601,4.095391
157032,12,12,0.260052,2.522008
157087,28,28,0.185044,3.140458
159002,19,19,0.160761,3.223875
159022,7,7,0.419473,2.553993
160006,18,18,0.230510,2.909357
16004,36,36,0.246585,3.187099
160067,7,7,0.533058,2.303178
16068,8,8,0.268035,2.541500
161045,9,9,0.411463,1.865927
163004,21,21,0.192049,3.173023
163096,16,16,0.305640,2.582083
164046,5,5,0.427814,2.205592
168084,14,14,0.307846,2.416686
17067,17,17,0.366071,2.608215
175083,8,8,0.187873,2.901614
176051,5,5,0.497522,1.831661
179084,19,19,0.327781,2.459362
181021,22,22,0.299352,3.581542
183066,8,8,0.275673,2.483225
185092,20,20,0.270434,2.694698
187058,22,22,0.089763,3.705501
187099,29,29,0.141153,3.704121
188025,42,42,0.127536,3.537854
189006,33,33,0.140995,3.296176
189013,23,23,0.282356,2.742534
