id,k,eigs,ri,voi,duration,graphSize
100007,8,8,0.390913,2.030338,12.114169962937012,99869.0
100039,11,11,0.373324,2.332404,8.7947578181047,27292.0
100099,6,6,0.483662,2.318801,13.988266966072842,69397.0
10081,16,16,0.236086,2.792794,9.592408298980445,115408.0
101027,12,12,0.298439,2.534261,8.359675046056509,54595.0
101084,17,17,0.208646,3.299352,7.964164952049032,21236.0
102062,37,37,0.054066,4.297374,12.488571512978524,20820.0
103006,7,7,0.351574,2.885772,10.41037066001445,31683.0
103029,9,9,0.333026,2.781927,13.97053859801963,63445.0
103078,13,13,0.162669,3.141084,9.007767088944092,49114.0
104010,13,13,0.079567,3.527669,8.105417254148051,17646.0
104055,16,16,0.181171,2.858387,9.787613094085827,54563.0
105027,5,5,0.325234,2.722020,12.035589279141275,33592.0
106005,7,7,0.468445,2.125749,20.46489205211401,84878.0
106047,4,4,0.459344,2.454504,23.75425095297396,46181.0
107014,19,19,0.193412,3.262680,7.453124541090801,27707.0
107045,13,13,0.173709,3.001674,8.00722416699864,41033.0
107072,19,19,0.148070,3.275372,9.295636910013856,22034.0
108004,5,5,0.289600,2.645994,9.42464625206776,13653.0
108036,14,14,0.178896,3.245004,7.501423835055903,30684.0
108069,3,3,0.490074,1.952502,20.61642183805816,24069.0
109055,3,3,0.592378,1.785966,24.961356583051383,34570.0
112056,4,4,0.435195,2.428790,17.121635393006727,67983.0
112090,25,25,0.247852,3.284365,9.355659202905372,25580.0
117025,20,20,0.127169,3.194158,7.842418088810518,60846.0
118015,37,37,0.122327,3.564877,14.079549005022272,86687.0
118031,23,23,0.182234,3.391895,9.090113104088232,72168.0
118072,15,15,0.221465,3.329452,9.325811793794855,61724.0
120003,29,29,0.213010,3.143989,12.857220171019437,133721.0
120093,36,36,0.124166,3.486456,14.058694920968264,146757.0
123057,15,15,0.263285,3.037507,8.754674887051806,41406.0
128035,43,43,0.104420,3.590710,14.107605397002771,65408.0
130014,7,7,0.337943,2.633425,12.072796527994797,50101.0
130066,11,11,0.241953,2.794471,16.65940694301389,64279.0
134049,21,21,0.140627,3.486963,8.958216171013191,23409.0
134067,24,24,0.199406,3.514375,9.3965126699768,22978.0
